Tiempo,FT_1031,FT_1047,PDIT_1040,Qclapeta
440200,1.75208e-30,0,17.277,42.4953
440300,1.66642e-30,0,17.2769,42.5233
440400,1.58495e-30,0,17.2769,42.5513
440500,1.50746e-30,0,17.2768,42.5793
440600,1.43377e-30,0,17.2767,42.6072
440700,1.36367e-30,0,17.2766,42.6352
440800,1.297e-30,0,17.2766,42.6631
440900,1.23359e-30,0,17.2765,42.691
441000,1.17328e-30,0,17.2764,42.7188
441100,1.11592e-30,0,17.2764,42.7467
441200,1.06136e-30,0,17.2763,42.7745
441300,1.00947e-30,0,17.2762,42.8023
441400,9.60118e-31,0,17.2762,42.8301
441500,9.13178e-31,0,17.2761,42.8578
441600,8.68533e-31,0,17.276,42.8856
441700,8.2607e-31,0,17.2759,42.9133
441800,7.85684e-31,0,17.2759,42.941
441900,7.47272e-31,0,17.2758,42.9686
442000,7.10738e-31,0,17.2757,42.9963
442100,6.7599e-31,0,17.2757,43.0239
442200,6.42941e-31,0,17.2756,43.0515
442300,6.11507e-31,0,17.2755,43.0791
442400,5.81611e-31,0,17.2754,43.1067
442500,5.53176e-31,0,17.2754,43.1342
442600,5.26131e-31,0,17.2753,43.1617
442700,5.00409e-31,0,17.2753,43.1892
442800,4.75944e-31,0,17.2752,43.2167
442900,4.52675e-31,0,17.2751,43.2441
443000,4.30544e-31,0,17.275,43.2716
443100,4.09495e-31,0,17.275,43.299
443200,3.89474e-31,0,17.2749,43.3263
443300,3.70433e-31,0,17.2749,43.3537
443400,3.52323e-31,0,17.2748,43.381
443500,3.35098e-31,0,17.2747,43.4083
443600,3.18715e-31,0,17.2747,43.4356
443700,3.03133e-31,0,17.2746,43.4629
443800,2.88313e-31,0,17.2746,43.4901
443900,2.74217e-31,0,17.2745,43.5174
444000,2.60811e-31,0,17.2744,43.5446
444100,2.4806e-31,0,17.2744,43.5718
444200,2.35932e-31,0,17.2743,43.5989
444300,2.24397e-31,0,17.2743,43.626
444400,2.13427e-31,0,17.2742,43.6532
444500,2.02992e-31,0,17.2741,43.6802
444600,1.93068e-31,0,17.2741,43.7073
444700,1.83629e-31,0,17.274,43.7343
444800,1.74651e-31,0,17.274,43.7613
444900,1.66113e-31,0,17.2739,43.7883
445000,1.57991e-31,0,17.2738,43.8153
445100,1.50267e-31,0,17.2738,43.8423
445200,1.42921e-31,0,17.2737,43.8692
445300,1.35933e-31,0,17.2737,43.8961
445400,1.29288e-31,0,17.2736,43.923
445500,1.22967e-31,0,17.2735,43.9498
445600,1.16955e-31,0,17.2735,43.9766
445700,1.11237e-31,0,17.2734,44.0034
445800,1.05799e-31,0,17.2734,44.0302
445900,1.00626e-31,0,17.2733,44.057
446000,9.57065e-32,0,17.2733,44.0837
446100,9.10275e-32,0,17.2732,44.1104
446200,8.65771e-32,0,17.2732,44.1371
446300,8.23444e-32,0,17.2731,44.1638
446400,7.83186e-32,0,17.273,44.1904
446500,7.44896e-32,0,17.273,44.217
446600,7.08478e-32,0,17.2729,44.2436
446700,6.73841e-32,0,17.2729,44.2702
446800,6.40897e-32,0,17.2729,44.2967
446900,6.09563e-32,0,17.2728,44.3232
447000,5.79762e-32,0,17.2728,44.3497
447100,5.51417e-32,0,17.2727,44.3762
447200,5.24459e-32,0,17.2727,44.4026
447300,4.98818e-32,0,17.2726,44.4291
447400,4.74431e-32,0,17.2726,44.4555
447500,4.51236e-32,0,17.2725,44.4818
447600,4.29175e-32,0,17.2725,44.5082
447700,4.08193e-32,0,17.2724,44.5345
447800,3.88236e-32,0,17.2724,44.5608
447900,3.69255e-32,0,17.2723,44.5871
448000,3.51203e-32,0,17.2723,44.6133
448100,3.34032e-32,0,17.2722,44.6395
448200,3.17702e-32,0,17.2722,44.6657
448300,3.02169e-32,0,17.2722,44.6919
448400,2.87396e-32,0,17.2721,44.718
448500,2.73345e-32,0,17.2721,44.7442
448600,2.59982e-32,0,17.272,44.7703
448700,2.47271e-32,0,17.272,44.7964
448800,2.35182e-32,0,17.272,44.8224
448900,2.23684e-32,0,17.2719,44.8484
449000,2.12748e-32,0,17.2718,44.8744
449100,2.02347e-32,0,17.2718,44.9004
449200,1.92454e-32,0,17.2718,44.9263
449300,1.83045e-32,0,17.2717,44.9523
449400,1.74096e-32,0,17.2717,44.9781
449500,1.65585e-32,0,17.2717,45.004
449600,1.57489e-32,0,17.2716,45.0299
449700,1.4979e-32,0,17.2716,45.0557
449800,1.42466e-32,0,17.2716,45.0815
449900,1.35501e-32,0,17.2715,45.1072
450000,1.28877e-32,0,17.2715,45.133
450100,1.22576e-32,0,17.2714,45.1587
450200,1.16583e-32,0,17.2714,45.1844
450300,1.10883e-32,0,17.2714,45.21
450400,1.05462e-32,0,17.2713,45.2357
450500,1.00306e-32,0,17.2713,45.2613
450600,9.54023e-33,0,17.2713,45.2869
450700,9.07381e-33,0,17.2712,45.3124
450800,8.63019e-33,0,17.2712,45.338
450900,8.20826e-33,0,17.2712,45.3635
451000,7.80696e-33,0,17.2712,45.3889
451100,7.42528e-33,0,17.2711,45.4144
451200,7.06226e-33,0,17.2711,45.4398
451300,6.71699e-33,0,17.271,45.4652
451400,6.38859e-33,0,17.271,45.4906
451500,6.07626e-33,0,17.271,45.5159
451600,5.77919e-33,0,17.271,45.5413
451700,5.49664e-33,0,17.2709,45.5666
451800,5.22791e-33,0,17.2709,45.5918
451900,4.97232e-33,0,17.2709,45.6171
452000,4.72923e-33,0,17.2709,45.6423
452100,4.49801e-33,0,17.2708,45.6675
452200,4.27811e-33,0,17.2708,45.6926
452300,4.06895e-33,0,17.2708,45.7178
452400,3.87002e-33,0,17.2707,45.7429
452500,3.68082e-33,0,17.2707,45.768
452600,3.50086e-33,0,17.2707,45.793
452700,3.3297e-33,0,17.2707,45.818
452800,3.16692e-33,0,17.2707,45.843
452900,3.01209e-33,0,17.2706,45.868
453000,2.86483e-33,0,17.2706,45.8929
453100,2.72476e-33,0,17.2706,45.9179
453200,2.59155e-33,0,17.2705,45.9428
453300,2.46485e-33,0,17.2705,45.9676
453400,2.34434e-33,0,17.2705,45.9924
453500,2.22973e-33,0,17.2705,46.0172
453600,2.12072e-33,0,17.2705,46.042
453700,2.01704e-33,0,17.2705,46.0668
453800,1.91842e-33,0,17.2704,46.0915
453900,1.82463e-33,0,17.2704,46.1162
454000,1.73543e-33,0,17.2704,46.1409
454100,1.65058e-33,0,17.2704,46.1655
454200,1.56989e-33,0,17.2704,46.1901
454300,1.49313e-33,0,17.2703,46.2147
454400,1.42013e-33,0,17.2703,46.2393
454500,1.3507e-33,0,17.2703,46.2638
454600,1.28467e-33,0,17.2703,46.2883
454700,1.22186e-33,0,17.2703,46.3128
454800,1.16212e-33,0,17.2703,46.3372
454900,1.10531e-33,0,17.2703,46.3616
455000,1.05127e-33,0,17.2702,46.386
455100,9.99874e-34,0,17.2702,46.4104
455200,9.5099e-34,0,17.2702,46.4347
455300,9.04496e-34,0,17.2702,46.459
455400,8.60275e-34,0,17.2702,46.4833
455500,8.18217e-34,0,17.2702,46.5075
455600,7.78214e-34,0,17.2702,46.5317
455700,7.40167e-34,0,17.2702,46.5559
455800,7.03981e-34,0,17.2701,46.5801
455900,6.69563e-34,0,17.2701,46.6042
456000,6.36828e-34,0,17.2701,46.6283
456100,6.05694e-34,0,17.2701,46.6524
456200,5.76082e-34,0,17.2701,46.6764
456300,5.47917e-34,0,17.2701,46.7004
456400,5.21129e-34,0,17.2701,46.7244
456500,4.95651e-34,0,17.2701,46.7484
456600,4.71419e-34,0,17.2701,46.7723
456700,4.48372e-34,0,17.2701,46.7962
456800,4.26451e-34,0,17.2701,46.8201
456900,4.05602e-34,0,17.2701,46.8439
457000,3.85772e-34,0,17.2701,46.8677
457100,3.66911e-34,0,17.2701,46.8915
457200,3.48973e-34,0,17.2701,46.9153
457300,3.31912e-34,0,17.2701,46.939
457400,3.15685e-34,0,17.2701,46.9627
457500,3.00251e-34,0,17.2701,46.9864
457600,2.85572e-34,0,17.2701,47.01
457700,2.7161e-34,0,17.2701,47.0336
457800,2.58331e-34,0,17.2701,47.0572
457900,2.45701e-34,0,17.2701,47.0807
458000,2.33689e-34,0,17.2701,47.1042
458100,2.22264e-34,0,17.2701,47.1277
458200,2.11398e-34,0,17.2701,47.1512
458300,2.01062e-34,0,17.2701,47.1746
458400,1.91233e-34,0,17.2701,47.198
458500,1.81883e-34,0,17.2701,47.2214
458600,1.72991e-34,0,17.2701,47.2447
458700,1.64533e-34,0,17.2701,47.268
458800,1.56489e-34,0,17.2701,47.2913
458900,1.48839e-34,0,17.2701,47.3145
459000,1.41562e-34,0,17.2701,47.3377
459100,1.34641e-34,0,17.2701,47.361
459200,1.28058e-34,0,17.2701,47.3841
459300,1.21798e-34,0,17.2701,47.4072
459400,1.15843e-34,0,17.2701,47.4303
459500,1.10179e-34,0,17.2701,47.4534
459600,1.04793e-34,0,17.2702,47.4764
459700,9.96695e-35,0,17.2702,47.4994
459800,9.47967e-35,0,17.2702,47.5224
459900,9.01621e-35,0,17.2702,47.5454
460000,8.57541e-35,0,17.2702,47.5683
460100,8.15615e-35,0,17.2702,47.5912
460200,7.7574e-35,0,17.2702,47.614
460300,7.37814e-35,0,17.2702,47.6368
460400,7.01743e-35,0,17.2702,47.6596
460500,6.67435e-35,0,17.2702,47.6824
460600,6.34804e-35,0,17.2702,47.7052
460700,6.03768e-35,0,17.2703,47.7279
460800,5.7425e-35,0,17.2703,47.7505
460900,5.46175e-35,0,17.2703,47.7732
461000,5.19473e-35,0,17.2703,47.7958
461100,4.94076e-35,0,17.2703,47.8184
461200,4.6992e-35,0,17.2703,47.8409
461300,4.46946e-35,0,17.2703,47.8634
461400,4.25095e-35,0,17.2704,47.8859
461500,4.04312e-35,0,17.2704,47.9084
461600,3.84545e-35,0,17.2704,47.9308
461700,3.65745e-35,0,17.2704,47.9532
461800,3.47864e-35,0,17.2704,47.9756
461900,3.30857e-35,0,17.2704,47.9979
462000,3.14681e-35,0,17.2705,48.0202
462100,2.99296e-35,0,17.2705,48.0425
462200,2.84664e-35,0,17.2705,48.0648
462300,2.70747e-35,0,17.2705,48.087
462400,2.5751e-35,0,17.2705,48.1091
462500,2.4492e-35,0,17.2705,48.1313
462600,2.32946e-35,0,17.2706,48.1534
462700,2.21557e-35,0,17.2706,48.1755
462800,2.10726e-35,0,17.2706,48.1976
462900,2.00423e-35,0,17.2706,48.2196
463000,1.90625e-35,0,17.2706,48.2416
463100,1.81305e-35,0,17.2707,48.2636
463200,1.72441e-35,0,17.2707,48.2855
463300,1.6401e-35,0,17.2707,48.3074
463400,1.55992e-35,0,17.2707,48.3293
463500,1.48365e-35,0,17.2707,48.3511
463600,1.41112e-35,0,17.2708,48.3729
463700,1.34213e-35,0,17.2708,48.3947
463800,1.27651e-35,0,17.2708,48.4165
463900,1.2141e-35,0,17.2708,48.4382
464000,1.15475e-35,0,17.2708,48.4599
464100,1.09829e-35,0,17.2708,48.4815
464200,1.0446e-35,0,17.2709,48.5032
464300,9.93526e-36,0,17.2709,48.5248
464400,9.44953e-36,0,17.2709,48.5464
464500,8.98754e-36,0,17.2709,48.5679
464600,8.54814e-36,0,17.2709,48.5894
464700,8.13023e-36,0,17.271,48.6109
464800,7.73274e-36,0,17.271,48.6323
464900,7.35469e-36,0,17.271,48.6538
465000,6.99512e-36,0,17.271,48.6751
465100,6.65313e-36,0,17.271,48.6965
465200,6.32786e-36,0,17.271,48.7178
465300,6.01849e-36,0,17.2711,48.7391
465400,5.72425e-36,0,17.2711,48.7604
465500,5.44439e-36,0,17.2711,48.7816
465600,5.17821e-36,0,17.2711,48.8029
465700,4.92505e-36,0,17.2711,48.824
465800,4.68427e-36,0,17.2712,48.8452
465900,4.45525e-36,0,17.2712,48.8663
466000,4.23744e-36,0,17.2712,48.8874
466100,4.03027e-36,0,17.2712,48.9085
466200,3.83323e-36,0,17.2712,48.9295
466300,3.64582e-36,0,17.2712,48.9505
466400,3.46758e-36,0,17.2713,48.9715
466500,3.29805e-36,0,17.2713,48.9924
466600,3.13681e-36,0,17.2714,49.0132
466700,2.98345e-36,0,17.2716,49.034
466800,2.83759e-36,0,17.2717,49.0548
466900,2.69886e-36,0,17.2718,49.0755
467000,2.56691e-36,0,17.2718,49.0962
467100,2.44142e-36,0,17.2719,49.1169
467200,2.32206e-36,0,17.272,49.1375
467300,2.20853e-36,0,17.2721,49.1581
467400,2.10056e-36,0,17.2721,49.1786
467500,1.99786e-36,0,17.2722,49.1992
467600,1.90019e-36,0,17.2723,49.2197
467700,1.80729e-36,0,17.2723,49.2401
467800,1.71893e-36,0,17.2724,49.2605
467900,1.63489e-36,0,17.2724,49.2809
468000,1.55496e-36,0,17.2724,49.3013
468100,1.47894e-36,0,17.2725,49.3216
468200,1.40663e-36,0,17.2726,49.3419
468300,1.33786e-36,0,17.2727,49.3622
468400,1.27246e-36,0,17.2727,49.3824
468500,1.21025e-36,0,17.2727,49.4026
468600,1.15108e-36,0,17.2728,49.4228
468700,1.0948e-36,0,17.2729,49.4429
468800,1.04128e-36,0,17.2729,49.463
468900,9.90368e-37,0,17.273,49.483
469000,9.41949e-37,0,17.273,49.503
469100,8.95897e-37,0,17.2731,49.523
469200,8.52097e-37,0,17.2731,49.543
469300,8.10438e-37,0,17.2732,49.5629
469400,7.70816e-37,0,17.2732,49.5828
469500,7.33131e-37,0,17.2733,49.6026
469600,6.97288e-37,0,17.2734,49.6224
469700,6.63198e-37,0,17.2734,49.6422
469800,6.30774e-37,0,17.2735,49.662
469900,5.99936e-37,0,17.2735,49.6817
470000,5.70605e-37,0,17.2736,49.7014
470100,5.42708e-37,0,17.2737,49.721
470200,5.16175e-37,0,17.2737,49.7406
470300,4.90939e-37,0,17.2738,49.7602
470400,4.66937e-37,0,17.2739,49.7797
470500,4.44109e-37,0,17.2739,49.7992
470600,4.22396e-37,0,17.274,49.8187
470700,4.01746e-37,0,17.274,49.8381
470800,3.82104e-37,0,17.2741,49.8575
470900,3.63423e-37,0,17.2742,49.8769
471000,3.45656e-37,0,17.2742,49.8962
471100,3.28756e-37,0,17.2743,49.9156
471200,3.12684e-37,0,17.2744,49.9348
471300,2.97397e-37,0,17.2744,49.954
471400,2.82857e-37,0,17.2745,49.9732
471500,2.69028e-37,0,17.2746,49.9924
471600,2.55875e-37,0,17.2746,50.0115
471700,2.43366e-37,0,17.2747,50.0306
471800,2.31467e-37,0,17.2748,50.0496
471900,2.20151e-37,0,17.2748,50.0687
472000,2.09388e-37,0,17.2749,50.0876
472100,1.99151e-37,0,17.275,50.1066
472200,1.89414e-37,0,17.275,50.1255
472300,1.80154e-37,0,17.2751,50.1444
472400,1.71346e-37,0,17.2752,50.1632
472500,1.62969e-37,0,17.2753,50.182
472600,1.55002e-37,0,17.2754,50.2008
472700,1.47424e-37,0,17.2754,50.2195
472800,1.40216e-37,0,17.2755,50.2383
472900,1.33361e-37,0,17.2756,50.2569
473000,1.26841e-37,0,17.2756,50.2756
473100,1.2064e-37,0,17.2757,50.2942
473200,1.14742e-37,0,17.2758,50.3127
473300,1.09132e-37,0,17.2759,50.3312
473400,1.03797e-37,0,17.2759,50.3497
473500,9.87219e-38,0,17.276,50.3682
473600,9.38954e-38,0,17.2761,50.3866
473700,8.93049e-38,0,17.2762,50.405
473800,8.49388e-38,0,17.2763,50.4233
473900,8.07861e-38,0,17.2763,50.4417
474000,7.68365e-38,0,17.2764,50.4599
474100,7.308e-38,0,17.2765,50.4782
474200,6.95071e-38,0,17.2766,50.4964
474300,6.61089e-38,0,17.2766,50.5146
474400,6.28769e-38,0,17.2767,50.5327
474500,5.98028e-38,0,17.2768,50.5508
474600,5.68791e-38,0,17.2769,50.5689
474700,5.40983e-38,0,17.277,50.5869
474800,5.14534e-38,0,17.2771,50.6049
474900,4.89379e-38,0,17.2771,50.6229
475000,4.65453e-38,0,17.2772,50.6408
475100,4.42697e-38,0,17.2773,50.6587
475200,4.21054e-38,0,17.2774,50.6765
475300,4.00468e-38,0,17.2775,50.6944
475400,3.8089e-38,0,17.2775,50.7121
475500,3.62268e-38,0,17.2776,50.7299
475600,3.44557e-38,0,17.2777,50.7476
475700,3.27711e-38,0,17.2778,50.7653
475800,3.1169e-38,0,17.2779,50.7829
475900,2.96451e-38,0,17.278,50.8005
476000,2.81958e-38,0,17.2781,50.8181
476100,2.68173e-38,0,17.2781,50.8356
476200,2.55062e-38,0,17.2782,50.8531
476300,2.42592e-38,0,17.2783,50.8706
476400,2.30732e-38,0,17.2784,50.888
476500,2.19451e-38,0,17.2785,50.9054
476600,2.08722e-38,0,17.2785,50.9228
476700,1.98518e-38,0,17.2786,50.9401
476800,1.88812e-38,0,17.2787,50.9574
476900,1.79581e-38,0,17.2788,50.9746
477000,1.70802e-38,0,17.2789,50.9918
477100,1.62451e-38,0,17.279,51.009
477200,1.54509e-38,0,17.2791,51.0261
477300,1.46955e-38,0,17.2792,51.0432
477400,1.3977e-38,0,17.2793,51.0603
477500,1.32937e-38,0,17.2794,51.0773
477600,1.26438e-38,0,17.2795,51.0943
477700,1.20256e-38,0,17.2796,51.1113
477800,1.14377e-38,0,17.2797,51.1282
477900,1.08785e-38,0,17.2798,51.1451
478000,1.03467e-38,0,17.2799,51.1619
478100,9.84081e-39,0,17.28,51.1787
478200,9.35969e-39,0,17.2801,51.1955
478300,8.9021e-39,0,17.2802,51.2122
478400,8.46688e-39,0,17.2803,51.2289
478500,8.05293e-39,0,17.2804,51.2456
478600,7.65923e-39,0,17.2804,51.2623
478700,7.28477e-39,0,17.2805,51.2789
478800,6.92862e-39,0,17.2806,51.2954
478900,6.58988e-39,0,17.2807,51.312
479000,6.2677e-39,0,17.2808,51.3285
479100,5.96127e-39,0,17.2809,51.345
479200,5.66983e-39,0,17.2809,51.3614
479300,5.39263e-39,0,17.2811,51.3778
479400,5.12898e-39,0,17.2812,51.3941
479500,4.87823e-39,0,17.2812,51.4105
479600,4.63973e-39,0,17.2813,51.4268
479700,4.4129e-39,0,17.2814,51.443
479800,4.19715e-39,0,17.2815,51.4592
479900,3.99195e-39,0,17.2816,51.4754
480000,3.79679e-39,0,17.2817,51.4916
480100,3.61116e-39,0,17.2818,51.5077
480200,3.43461e-39,0,17.2819,51.5238
480300,3.26669e-39,0,17.282,51.5398
480400,3.10699e-39,0,17.2821,51.5558
480500,2.95509e-39,0,17.2822,51.5718
480600,2.81061e-39,0,17.2823,51.5877
480700,2.6732e-39,0,17.2825,51.6036
480800,2.54251e-39,0,17.2826,51.6194
480900,2.41821e-39,0,17.2827,51.6352
481000,2.29998e-39,0,17.2829,51.651
481100,2.18753e-39,0,17.283,51.6667
481200,2.08059e-39,0,17.2831,51.6824
481300,1.97887e-39,0,17.2832,51.698
481400,1.88212e-39,0,17.2833,51.7137
481500,1.7901e-39,0,17.2834,51.7293
481600,1.70259e-39,0,17.2835,51.7448
481700,1.61935e-39,0,17.2836,51.7603
481800,1.54018e-39,0,17.2838,51.7758
481900,1.46488e-39,0,17.2839,51.7912
482000,1.39326e-39,0,17.284,51.8066
482100,1.32514e-39,0,17.284,51.822
482200,1.26036e-39,0,17.2842,51.8373
482300,1.19874e-39,0,17.2843,51.8526
482400,1.14013e-39,0,17.2844,51.8679
482500,1.08439e-39,0,17.2845,51.8831
482600,1.03138e-39,0,17.2846,51.8983
482700,9.80952e-40,0,17.2847,51.9134
482800,9.32994e-40,0,17.2849,51.9285
482900,8.87379e-40,0,17.285,51.9436
483000,8.43996e-40,0,17.2851,51.9586
483100,8.02732e-40,0,17.2852,51.9737
483200,7.63488e-40,0,17.2853,51.9886
483300,7.26161e-40,0,17.2854,52.0035
483400,6.90659e-40,0,17.2855,52.0184
483500,6.56892e-40,0,17.2857,52.0333
483600,6.24777e-40,0,17.2857,52.0481
483700,5.94232e-40,0,17.2859,52.0629
483800,5.6518e-40,0,17.286,52.0776
483900,5.37548e-40,0,17.2861,52.0924
484000,5.11268e-40,0,17.2862,52.1071
484100,4.86272e-40,0,17.2863,52.1217
484200,4.62499e-40,0,17.2865,52.1363
484300,4.39887e-40,0,17.2866,52.1509
484400,4.1838e-40,0,17.2867,52.1654
484500,3.97927e-40,0,17.2868,52.1799
484600,3.78471e-40,0,17.2869,52.1944
484700,3.59968e-40,0,17.287,52.2088
484800,3.42369e-40,0,17.2872,52.2232
484900,3.25631e-40,0,17.2873,52.2375
485000,3.09711e-40,0,17.2874,52.2518
485100,2.9457e-40,0,17.2875,52.2661
485200,2.80167e-40,0,17.2876,52.2804
485300,2.66471e-40,0,17.2877,52.2946
485400,2.53443e-40,0,17.2879,52.3087
485500,2.41051e-40,0,17.288,52.3229
485600,2.29266e-40,0,17.2881,52.337
485700,2.18057e-40,0,17.2882,52.351
485800,2.07398e-40,0,17.2884,52.365
485900,1.97258e-40,0,17.2885,52.3791
486000,1.87614e-40,0,17.2886,52.393
486100,1.78441e-40,0,17.2887,52.4069
486200,1.69717e-40,0,17.2888,52.4208
486300,1.6142e-40,0,17.2889,52.4347
486400,1.53528e-40,0,17.2891,52.4485
486500,1.46022e-40,0,17.2892,52.4622
486600,1.38883e-40,0,17.2893,52.476
486700,1.32093e-40,0,17.2894,52.4897
486800,1.25635e-40,0,17.2895,52.5034
486900,1.19493e-40,0,17.2897,52.517
487000,1.13651e-40,0,17.2898,52.5306
487100,1.08095e-40,0,17.2899,52.5441
487200,1.02809e-40,0,17.29,52.5577
487300,9.7784e-41,0,17.2902,52.5711
487400,9.30028e-41,0,17.2903,52.5846
487500,8.84556e-41,0,17.2904,52.598
487600,8.41312e-41,0,17.2905,52.6114
487700,8.00183e-41,0,17.2907,52.6247
487800,7.61059e-41,0,17.2908,52.6381
487900,7.23855e-41,0,17.2909,52.6513
488000,6.88458e-41,0,17.291,52.6646
488100,6.54799e-41,0,17.2912,52.6778
488200,6.22793e-41,0,17.2913,52.691
488300,5.92343e-41,0,17.2914,52.7041
488400,5.63378e-41,0,17.2916,52.7171
488500,5.35843e-41,0,17.2917,52.7302
488600,5.09638e-41,0,17.2918,52.7432
488700,4.84723e-41,0,17.2919,52.7562
488800,4.61027e-41,0,17.2921,52.7692
488900,4.38494e-41,0,17.2922,52.7821
489000,4.17054e-41,0,17.2923,52.795
489100,3.96666e-41,0,17.2924,52.8078
489200,3.77272e-41,0,17.2926,52.8206
489300,3.5883e-41,0,17.2927,52.8334
489400,3.41286e-41,0,17.2928,52.8462
489500,3.24597e-41,0,17.2929,52.8588
489600,3.0872e-41,0,17.293,52.8715
489700,2.93628e-41,0,17.2932,52.8841
489800,2.79279e-41,0,17.2933,52.8968
489900,2.6563e-41,0,17.2935,52.9093
490000,2.5264e-41,0,17.2936,52.9218
490100,2.40281e-41,0,17.2937,52.9343
490200,2.28538e-41,0,17.2938,52.9468
490300,2.17369e-41,0,17.294,52.9592
490400,2.06734e-41,0,17.2941,52.9716
490500,1.9663e-41,0,17.2943,52.9839
490600,1.87017e-41,0,17.2944,52.9962
490700,1.77881e-41,0,17.2945,53.0085
490800,1.69179e-41,0,17.2946,53.0207
490900,1.60911e-41,0,17.2948,53.033
491000,1.53036e-41,0,17.2949,53.0451
491100,1.45553e-41,0,17.295,53.0573
491200,1.38448e-41,0,17.2952,53.0694
491300,1.3168e-41,0,17.2953,53.0814
491400,1.25234e-41,0,17.2954,53.0935
491500,1.1911e-41,0,17.2955,53.1055
491600,1.13295e-41,0,17.2957,53.1174
491700,1.07746e-41,0,17.2958,53.1294
491800,1.02477e-41,0,17.2959,53.1412
491900,9.74743e-42,0,17.296,53.1531
492000,9.27099e-42,0,17.2962,53.1649
492100,8.81697e-42,0,17.2963,53.1767
492200,8.38677e-42,0,17.2965,53.1885
492300,7.97619e-42,0,17.2966,53.2002
492400,7.58663e-42,0,17.2968,53.2119
492500,7.21529e-42,0,17.2969,53.2235
492600,6.86216e-42,0,17.297,53.2351
492700,6.52725e-42,0,17.2972,53.2467
492800,6.20775e-42,0,17.2973,53.2583
492900,5.90507e-42,0,17.2974,53.2697
493000,5.6164e-42,0,17.2975,53.2812
493100,5.34175e-42,0,17.2977,53.2927
493200,5.07971e-42,0,17.2978,53.3041
493300,4.83168e-42,0,17.298,53.3154
493400,4.59626e-42,0,17.2981,53.3268
493500,4.37065e-42,0,17.2982,53.3381
493600,4.15765e-42,0,17.2984,53.3493
493700,3.95446e-42,0,17.2985,53.3606
493800,3.76109e-42,0,17.2986,53.3718
493900,3.57751e-42,0,17.2987,53.3829
494000,3.40235e-42,0,17.2989,53.3941
494100,3.2356e-42,0,17.299,53.4051
494200,3.07725e-42,0,17.2992,53.4162
494300,2.92731e-42,0,17.2993,53.4272
494400,2.78438e-42,0,17.2994,53.4382
494500,2.64845e-42,0,17.2996,53.4492
494600,2.51813e-42,0,17.2997,53.4601
494700,2.39482e-42,0,17.2999,53.471
494800,2.27851e-42,0,17.3,53.4818
494900,2.16641e-42,0,17.3001,53.4927
495000,2.06131e-42,0,17.3003,53.5034
495100,1.96042e-42,0,17.3004,53.5142
495200,1.86373e-42,0,17.3005,53.5249
495300,1.77264e-42,0,17.3007,53.5356
495400,1.68576e-42,0,17.3008,53.5463
495500,1.60449e-42,0,17.301,53.5569
495600,1.52601e-42,0,17.3011,53.5675
495700,1.45034e-42,0,17.3012,53.578
495800,1.38028e-42,0,17.3014,53.5885
495900,1.31302e-42,0,17.3015,53.599
496000,1.24856e-42,0,17.3016,53.6094
496100,1.1869e-42,0,17.3017,53.6199
496200,1.12945e-42,0,17.3019,53.6302
496300,1.07339e-42,0,17.302,53.6406
496400,1.02155e-42,0,17.3021,53.6509
496500,9.711e-43,0,17.3023,53.6612
496600,9.23456e-43,0,17.3025,53.6714
496700,8.78614e-43,0,17.3026,53.6816
496800,8.36575e-43,0,17.3027,53.6918
496900,7.94536e-43,0,17.3028,53.702
497000,7.56701e-43,0,17.303,53.7121
497100,7.18866e-43,0,17.3031,53.7221
497200,6.83834e-43,0,17.3033,53.7322
497300,6.50202e-43,0,17.3034,53.7422
497400,6.19374e-43,0,17.3036,53.7522
497500,5.88545e-43,0,17.3037,53.7621
497600,5.59118e-43,0,17.3038,53.772
497700,5.32493e-43,0,17.304,53.7819
497800,5.05869e-43,0,17.3041,53.7917
497900,4.82047e-43,0,17.3042,53.8015
498000,4.58225e-43,0,17.3044,53.8113
498100,4.35804e-43,0,17.3045,53.8211
498200,4.14784e-43,0,17.3047,53.8308
498300,3.93765e-43,0,17.3048,53.8404
498400,3.75548e-43,0,17.3049,53.8501
498500,3.5593e-43,0,17.3051,53.8597
498600,3.39114e-43,0,17.3052,53.8693
498700,3.22299e-43,0,17.3053,53.8789
498800,3.06884e-43,0,17.3055,53.8884
498900,2.9147e-43,0,17.3057,53.8978
499000,2.77457e-43,0,17.3058,53.9073
499100,2.63444e-43,0,17.3059,53.9167
499200,2.50832e-43,0,17.3061,53.9261
499300,2.38221e-43,0,17.3062,53.9355
499400,2.2701e-43,0,17.3063,53.9448
499500,2.158e-43,0,17.3065,53.954
499600,2.05991e-43,0,17.3066,53.9633
499700,1.9478e-43,0,17.3068,53.9725
499800,1.86373e-43,0,17.3069,53.9817
499900,1.76564e-43,0,17.307,53.9909
500000,1.68156e-43,0,17.3072,54
